symbol,date,netProfitMargin,grossProfitMargin,operatingProfitMargin,Name,Sector,Industry,Full Time Employees,Total ESG Risk score,Environment Risk Score,Governance Risk Score,Social Risk Score,Controversy Level,Controversy Score,ESG Risk Percentile,ESG Risk Level
PWR,2022-12-31,0.0287684075515715,0.1481298681385269,0.0510754922292811,Quanta Services Inc,Industrials,Engineering & Construction,"47,300",37.0,12.0,9.0,16.0,Moderate,2.0,86th percentile,Severe
PWR,2021-12-31,0.0374382146117324,0.1504797340382627,0.0511178822720397,Quanta Services Inc,Industrials,Engineering & Construction,"47,300",37.0,12.0,9.0,16.0,Moderate,2.0,86th percentile,Severe
PWR,2020-12-31,0.0397758677572636,0.1482545414165477,0.0545736767085566,Quanta Services Inc,Industrials,Engineering & Construction,"47,300",37.0,12.0,9.0,16.0,Moderate,2.0,86th percentile,Severe
QCOM,2024-09-29,0.2603049124788255,0.5621374672758072,0.2584826240952723,Qualcomm Inc,Technology,Semiconductors,"51,000",17.0,4.8,7.7,4.1,High,4.0,14th percentile,Low
QCOM,2023-09-24,0.2018983807928531,0.5569793411501954,0.2174204355108877,Qualcomm Inc,Technology,Semiconductors,"51,000",17.0,4.8,7.7,4.1,High,4.0,14th percentile,Low
QCOM,2022-09-25,0.2926696832579185,0.5783936651583711,0.3588235294117647,Qualcomm Inc,Technology,Semiconductors,"51,000",17.0,4.8,7.7,4.1,High,4.0,14th percentile,Low
QCOM,2021-09-26,0.2694095215396532,0.5751057617827564,0.2916343919442293,Qualcomm Inc,Technology,Semiconductors,"51,000",17.0,4.8,7.7,4.1,High,4.0,14th percentile,Low
QCOM,2020-09-27,0.220900089243976,0.606689048489227,0.2658195571798903,Qualcomm Inc,Technology,Semiconductors,"51,000",17.0,4.8,7.7,4.1,High,4.0,14th percentile,Low
DGX,2024-12-31,0.0882293354943273,0.3286061588330632,0.1363452188006483,Quest Diagnostics Inc,Healthcare,Diagnostics & Research,"40,000",21.0,0.1,8.2,12.7,Significant,3.0,29th percentile,Medium
DGX,2023-12-31,0.0923043666234327,0.3200389105058365,0.1364029399048854,Quest Diagnostics Inc,Healthcare,Diagnostics & Research,"40,000",21.0,0.1,8.2,12.7,Significant,3.0,29th percentile,Medium
DGX,2022-12-31,0.0957199231002731,0.3473641606799554,0.1444905393099261,Quest Diagnostics Inc,Healthcare,Diagnostics & Research,"40,000",21.0,0.1,8.2,12.7,Significant,3.0,29th percentile,Medium
DGX,2021-12-31,0.1849276974416017,0.3901557285873192,0.2207081942899518,Quest Diagnostics Inc,Healthcare,Diagnostics & Research,"40,000",21.0,0.1,8.2,12.7,Significant,3.0,29th percentile,Medium
DGX,2020-12-31,0.1516371728303486,0.3849740383596482,0.2088587474833103,Quest Diagnostics Inc,Healthcare,Diagnostics & Research,"40,000",21.0,0.1,8.2,12.7,Significant,3.0,29th percentile,Medium
RL,2024-03-30,0.097460566396236,0.6683053352233315,0.1140633953614621,Ralph Lauren Corp,Consumer Cyclical,Apparel Manufacturing,"14,900",13.0,1.0,5.0,7.0,Moderate,2.0,7th percentile,Negligible
RL,2023-04-01,0.0811192501086349,0.6465019554286424,0.1092867341237817,Ralph Lauren Corp,Consumer Cyclical,Apparel Manufacturing,"14,900",13.0,1.0,5.0,7.0,Moderate,2.0,7th percentile,Negligible
RL,2022-04-02,0.0965023719546514,0.6669614858888799,0.1283910910991396,Ralph Lauren Corp,Consumer Cyclical,Apparel Manufacturing,"14,900",13.0,1.0,5.0,7.0,Moderate,2.0,7th percentile,Negligible
RL,2021-03-27,-0.0275177240501726,0.650199963642974,0.0545809852754044,Ralph Lauren Corp,Consumer Cyclical,Apparel Manufacturing,"14,900",13.0,1.0,5.0,7.0,Moderate,2.0,7th percentile,Negligible
RL,2020-03-28,0.0623883892334166,0.593087437903828,0.0718854508263255,Ralph Lauren Corp,Consumer Cyclical,Apparel Manufacturing,"14,900",13.0,1.0,5.0,7.0,Moderate,2.0,7th percentile,Negligible
RJF,2024-09-30,0.1402889898921376,0.854351807882776,0.1792958415304253,Raymond James Financial Inc,Financial Services,Capital Markets,"17,000",24.0,1.2,12.4,10.4,Moderate,2.0,41st percentile,Medium
RJF,2023-09-30,0.151639344262295,0.9884897104987792,0.2054412277642134,Raymond James Financial Inc,Financial Services,Capital Markets,"17,000",24.0,1.2,12.4,10.4,Moderate,2.0,41st percentile,Medium
RJF,2022-09-30,0.1393737877528401,0.9450447954188602,0.2166805209199224,Raymond James Financial Inc,Financial Services,Capital Markets,"17,000",24.0,1.2,12.4,10.4,Moderate,2.0,41st percentile,Medium
RJF,2021-09-30,0.1456905503634475,0.9828660436137072,0.2046728971962617,Raymond James Financial Inc,Financial Services,Capital Markets,"17,000",24.0,1.2,12.4,10.4,Moderate,2.0,41st percentile,Medium
RJF,2020-09-30,0.1036886804411205,0.9714792749397896,0.1391811382938268,Raymond James Financial Inc,Financial Services,Capital Markets,"17,000",24.0,1.2,12.4,10.4,Moderate,2.0,41st percentile,Medium
O,2024-12-31,0.1632989587455621,0.9283504409480906,0.4403083809922024,Realty Income Corp,Real Estate,REIT—Retail,391,15.0,4.4,5.7,5.3,Moderate,2.0,12th percentile,Low
O,2023-12-31,0.2138540075945215,0.9222935660835896,0.8874835038942209,Realty Income Corp,Real Estate,REIT—Retail,391,15.0,4.4,5.7,5.3,Moderate,2.0,12th percentile,Low
O,2022-12-31,0.2600152347068993,0.4325995811203281,0.3264037448548471,Realty Income Corp,Real Estate,REIT—Retail,391,15.0,4.4,5.7,5.3,Moderate,2.0,12th percentile,Low
O,2021-12-31,0.1727769251363758,0.9357811217983688,0.4629248393266306,Realty Income Corp,Real Estate,REIT—Retail,391,15.0,4.4,5.7,5.3,Moderate,2.0,12th percentile,Low
O,2020-12-31,0.240112392363002,0.9392472893053008,0.4809891645067929,Realty Income Corp,Real Estate,REIT—Retail,391,15.0,4.4,5.7,5.3,Moderate,2.0,12th percentile,Low
REG,2024-12-31,0.2753881961945217,0.4306597959700228,0.353397473285719,Regency Centers Corp,Real Estate,REIT—Retail,440,11.0,4.0,4.0,3.0,,0.0,3rd percentile,Negligible
REG,2023-12-31,0.2756645539469445,0.7014902462520776,0.3905015327426187,Regency Centers Corp,Real Estate,REIT—Retail,440,11.0,4.0,4.0,3.0,,0.0,3rd percentile,Negligible
REG,2022-12-31,0.2792833788935166,0.7173719099820102,0.4311270549058759,Regency Centers Corp,Real Estate,REIT—Retail,440,11.0,4.0,4.0,3.0,,0.0,3rd percentile,Negligible
REG,2021-12-31,0.1496688707648429,0.7198654388201972,0.4238865816984104,Regency Centers Corp,Real Estate,REIT—Retail,440,11.0,4.0,4.0,3.0,,0.0,3rd percentile,Negligible
REG,2020-12-31,-0.1365109356164046,0.6919064137574729,0.2960257829606121,Regency Centers Corp,Real Estate,REIT—Retail,440,11.0,4.0,4.0,3.0,,0.0,3rd percentile,Negligible
REGN,2024-12-31,0.3107027179270525,0.8612519363469934,0.2809956344176876,Regeneron Pharmaceuticals,Healthcare,Biotechnology,"12,256",18.0,0.4,7.0,10.8,Moderate,2.0,19th percentile,Low
REGN,2023-12-31,0.3014057878205715,0.8615710669960053,0.3085338334400634,Regeneron Pharmaceuticals,Healthcare,Biotechnology,"12,256",18.0,0.4,7.0,10.8,Moderate,2.0,19th percentile,Low
REGN,2022-12-31,0.3563982288526152,0.8718136187761338,0.3892991809675591,Regeneron Pharmaceuticals,Healthcare,Biotechnology,"12,256",18.0,0.4,7.0,10.8,Moderate,2.0,19th percentile,Low
REGN,2021-12-31,0.5024546252107742,0.848335894771555,0.5566803760647598,Regeneron Pharmaceuticals,Healthcare,Biotechnology,"12,256",18.0,0.4,7.0,10.8,Moderate,2.0,19th percentile,Low
REGN,2020-12-31,0.4134587094420449,0.8682020924786104,0.4209200786150569,Regeneron Pharmaceuticals,Healthcare,Biotechnology,"12,256",18.0,0.4,7.0,10.8,Moderate,2.0,19th percentile,Low
RF,2024-12-31,0.201963085458231,0.7037234610050144,0.2511469113410861,Regions Financial Corp,Financial Services,Banks—Regional,"20,349",16.0,1.6,7.4,7.0,Moderate,2.0,13th percentile,Low
RF,2023-12-31,0.3007104538205016,1.0,0.5545889517181383,Regions Financial Corp,Financial Services,Banks—Regional,"20,349",16.0,1.6,7.4,7.0,Moderate,2.0,13th percentile,Low
RF,2022-12-31,0.3133286810886252,1.0,0.4454989532449407,Regions Financial Corp,Financial Services,Banks—Regional,"20,349",16.0,1.6,7.4,7.0,Moderate,2.0,13th percentile,Low
RF,2021-12-31,0.3915812364088226,1.0,0.4993786890338614,Regions Financial Corp,Financial Services,Banks—Regional,"20,349",16.0,1.6,7.4,7.0,Moderate,2.0,13th percentile,Low
RF,2020-12-31,0.1743426294820717,1.0,0.209402390438247,Regions Financial Corp,Financial Services,Banks—Regional,"20,349",16.0,1.6,7.4,7.0,Moderate,2.0,13th percentile,Low
RSG,2024-12-31,0.1274326347305389,0.4167914171656686,0.1993512974051896,Republic Services Inc,Industrials,Waste Management,"40,000",21.0,11.3,3.7,6.0,Significant,3.0,29th percentile,Medium
RSG,2023-12-31,0.1156737612349226,0.4024391058839253,0.1857863610544956,Republic Services Inc,Industrials,Waste Management,"40,000",21.0,11.3,3.7,6.0,Significant,3.0,29th percentile,Medium
RSG,2022-12-31,0.1101004344511631,0.3927527328976486,0.1770147950234248,Republic Services Inc,Industrials,Waste Management,"40,000",21.0,11.3,3.7,6.0,Significant,3.0,29th percentile,Medium
RSG,2021-12-31,0.1142452412571934,0.4034794156706507,0.1838158477202301,Republic Services Inc,Industrials,Waste Management,"40,000",21.0,11.3,3.7,6.0,Significant,3.0,29th percentile,Medium
RSG,2020-12-31,0.0952568547116293,0.3991786164513079,0.1683245351402458,Republic Services Inc,Industrials,Waste Management,"40,000",21.0,11.3,3.7,6.0,Significant,3.0,29th percentile,Medium
RMD,2024-06-30,0.2179052896753396,0.566730988451746,0.2817095693186579,Resmed Inc,Healthcare,Medical Instruments & Supplies,"10,140",26.0,3.0,11.0,12.0,Low,1.0,51st percentile,
RMD,2023-06-30,0.2125402528491048,0.5578181162033657,0.2680257817145328,Resmed Inc,Healthcare,Medical Instruments & Supplies,"10,140",26.0,3.0,11.0,12.0,Low,1.0,51st percentile,
RMD,2022-06-30,0.2178337996387495,0.5657459894520234,0.279555756405516,Resmed Inc,Healthcare,Medical Instruments & Supplies,"10,140",26.0,3.0,11.0,12.0,Low,1.0,51st percentile,
RMD,2021-06-30,0.1484300829729497,0.5752895450955244,0.28267984641011,Resmed Inc,Healthcare,Medical Instruments & Supplies,"10,140",26.0,3.0,11.0,12.0,Low,1.0,51st percentile,
RMD,2020-06-30,0.210237154858636,0.5809193263607566,0.2738097532881999,Resmed Inc,Healthcare,Medical Instruments & Supplies,"10,140",26.0,3.0,11.0,12.0,Low,1.0,51st percentile,
ROK,2024-09-30,0.1152561651460516,0.386413687955277,0.1005057960843154,Rockwell Automation Inc,Industrials,Specialty Industrial Machinery,"26,000",18.0,5.4,5.7,6.6,Moderate,2.0,18th percentile,Low
ROK,2023-09-30,0.1531684698608964,0.410355486862442,0.1790682269816736,Rockwell Automation Inc,Industrials,Specialty Industrial Machinery,"26,000",18.0,5.4,5.7,6.6,Moderate,2.0,18th percentile,Low
ROK,2022-09-30,0.1184346167723313,0.3997216638317613,0.1718596979537137,Rockwell Automation Inc,Industrials,Specialty Industrial Machinery,"26,000",18.0,5.4,5.7,6.6,Moderate,2.0,18th percentile,Low
ROK,2021-09-30,0.1921142138508589,0.4141109554977563,0.1748363677937519,Rockwell Automation Inc,Industrials,Specialty Industrial Machinery,"26,000",18.0,5.4,5.7,6.6,Moderate,2.0,18th percentile,Low
ROK,2020-09-30,0.1616796739233467,0.4099971563082561,0.1715220070144396,Rockwell Automation Inc,Industrials,Specialty Industrial Machinery,"26,000",18.0,5.4,5.7,6.6,Moderate,2.0,18th percentile,Low
ROL,2024-12-31,0.1376273789302589,0.526900222739758,0.1939453030476512,Rollins Inc,Consumer Cyclical,Personal Services,"17,515",20.0,2.0,7.0,11.0,Low,1.0,27th percentile,
ROL,2023-12-31,0.1415286869590059,0.5217253369203827,0.1897732648982617,Rollins Inc,Consumer Cyclical,Personal Services,"17,515",20.0,2.0,7.0,11.0,Low,1.0,27th percentile,
ROL,2022-12-31,0.1367296740179158,0.514656934079129,0.1830194341394075,Rollins Inc,Consumer Cyclical,Personal Services,"17,515",20.0,2.0,7.0,11.0,Low,1.0,27th percentile,
ROL,2021-12-31,0.1470795693602277,0.5204318772429155,0.1814911520851379,Rollins Inc,Consumer Cyclical,Personal Services,"17,515",20.0,2.0,7.0,11.0,Low,1.0,27th percentile,
ROL,2020-12-31,0.1234284339400894,0.5148147805406206,0.1672208289762264,Rollins Inc,Consumer Cyclical,Personal Services,"17,515",20.0,2.0,7.0,11.0,Low,1.0,27th percentile,
ROP,2024-12-31,0.2200960336401863,0.693019093078759,0.2836685987043982,Roper Technologies Inc,Technology,Software—Application,"15,800",23.0,4.6,5.6,12.7,,0.0,36th percentile,Medium
ROP,2023-12-31,0.2240603451066722,0.6972061251578232,0.282495386707242,Roper Technologies Inc,Technology,Software—Application,"15,800",23.0,4.6,5.6,12.7,,0.0,36th percentile,Medium
ROP,2022-12-31,0.1834766744852749,0.6986112662422279,0.2837968651103913,Roper Technologies Inc,Technology,Software—Application,"15,800",23.0,4.6,5.6,12.7,,0.0,36th percentile,Medium
ROP,2021-12-31,0.1994876942780989,0.6780089307348818,0.2561874762020146,Roper Technologies Inc,Technology,Software—Application,"15,800",23.0,4.6,5.6,12.7,,0.0,36th percentile,Medium
ROP,2020-12-31,0.1718260932496245,0.6410233214524796,0.2589242098026089,Roper Technologies Inc,Technology,Software—Application,"15,800",23.0,4.6,5.6,12.7,,0.0,36th percentile,Medium
ROST,2025-02-01,0.098949705618556,0.2777534276113092,0.1223701642734641,Ross Stores Inc,Consumer Cyclical,Apparel Retail,"101,000",16.0,1.8,5.7,8.4,Moderate,2.0,13th percentile,Low
ROST,2024-02-03,0.0919922180664899,0.2736102538648956,0.113248745236098,Ross Stores Inc,Consumer Cyclical,Apparel Retail,"101,000",16.0,1.8,5.7,8.4,Moderate,2.0,13th percentile,Low
ROST,2023-01-28,0.0808758466928639,0.2540459158029312,0.1064585582163807,Ross Stores Inc,Consumer Cyclical,Apparel Retail,"101,000",16.0,1.8,5.7,8.4,Moderate,2.0,13th percentile,Low
ROST,2022-01-29,0.0910640082671803,0.2752838777084922,0.1233261740544264,Ross Stores Inc,Consumer Cyclical,Apparel Retail,"101,000",16.0,1.8,5.7,8.4,Moderate,2.0,13th percentile,Low
ROST,2021-01-30,0.0068133549161656,0.2148966230474805,0.0151385720777891,Ross Stores Inc,Consumer Cyclical,Apparel Retail,"101,000",16.0,1.8,5.7,8.4,Moderate,2.0,13th percentile,Low
RCL,2024-12-31,0.1745222929936305,0.4751592356687898,0.2490749165908401,Royal Caribbean Cruises Ltd,Consumer Cyclical,Travel Services,"102,400",21.0,9.0,4.0,8.0,Significant,3.0,29th percentile,
RCL,2023-12-31,0.1220863309352518,0.4406474820143884,0.2070503597122302,Royal Caribbean Cruises Ltd,Consumer Cyclical,Travel Services,"102,400",21.0,9.0,4.0,8.0,Significant,3.0,29th percentile,
RCL,2022-12-31,-0.2438914027149321,0.2515837104072398,-0.0866515837104072,Royal Caribbean Cruises Ltd,Consumer Cyclical,Travel Services,"102,400",21.0,9.0,4.0,8.0,Significant,3.0,29th percentile,
RCL,2021-12-31,-3.433420365535248,-0.7878590078328982,-2.5261096605744124,Royal Caribbean Cruises Ltd,Consumer Cyclical,Travel Services,"102,400",21.0,9.0,4.0,8.0,Significant,3.0,29th percentile,
RCL,2020-12-31,-2.624705213905256,-0.2518569995993308,-2.083278967586545,Royal Caribbean Cruises Ltd,Consumer Cyclical,Travel Services,"102,400",21.0,9.0,4.0,8.0,Significant,3.0,29th percentile,
SPGI,2024-12-31,0.2711148648648648,0.6909487612612613,0.3927364864864865,S&p Global Inc,Financial Services,Financial Data & Stock Exchanges,"39,660",14.0,0.0,8.1,6.2,Low,1.0,9th percentile,Low
SPGI,2023-12-31,0.2101304313035128,0.6686404737136913,0.3216772025286069,S&p Global Inc,Financial Services,Financial Data & Stock Exchanges,"39,660",14.0,0.0,8.1,6.2,Low,1.0,9th percentile,Low
SPGI,2022-12-31,0.2904928002861998,0.663178606564708,0.2786870584026473,S&p Global Inc,Financial Services,Financial Data & Stock Exchanges,"39,660",14.0,0.0,8.1,6.2,Low,1.0,9th percentile,Low
SPGI,2021-12-31,0.3644690852115222,0.7354465469446788,0.5087380981077498,S&p Global Inc,Financial Services,Financial Data & Stock Exchanges,"39,660",14.0,0.0,8.1,6.2,Low,1.0,9th percentile,Low
SPGI,2020-12-31,0.3142972319269013,0.7188927707605482,0.486025262026337,S&p Global Inc,Financial Services,Financial Data & Stock Exchanges,"39,660",14.0,0.0,8.1,6.2,Low,1.0,9th percentile,Low
CRM,2025-01-31,0.1635308088138276,0.7719224172054361,0.1901306240928882,Salesforce Inc,Technology,Software—Application,"79,390",13.0,2.3,4.5,6.4,Moderate,2.0,7th percentile,Low
CRM,2024-01-31,0.118656224000918,0.7549703072553576,0.1437587858966635,Salesforce Inc,Technology,Software—Application,"79,390",13.0,2.3,4.5,6.4,Moderate,2.0,7th percentile,Low
CRM,2023-01-31,0.0066343454963,0.7333503444756315,0.032852768563409,Salesforce Inc,Technology,Software—Application,"79,390",13.0,2.3,4.5,6.4,Moderate,2.0,7th percentile,Low
CRM,2022-01-31,0.0545070209874679,0.7347878604861845,0.0206854899592329,Salesforce Inc,Technology,Software—Application,"79,390",13.0,2.3,4.5,6.4,Moderate,2.0,7th percentile,Low
CRM,2021-01-31,0.191605495953322,0.7441182006399397,0.0214097496706192,Salesforce Inc,Technology,Software—Application,"79,390",13.0,2.3,4.5,6.4,Moderate,2.0,7th percentile,Low
SBAC,2024-12-31,0.2797158119355106,0.7829080389336752,0.5358056361428464,Sba Communications Corp,Real Estate,REIT—Specialty,"1,834",12.0,3.0,5.0,3.0,,0.0,4th percentile,Negligible
SBAC,2023-12-31,0.1850623104428998,0.7660802689498094,0.3406344778550102,Sba Communications Corp,Real Estate,REIT—Specialty,"1,834",12.0,3.0,5.0,3.0,,0.0,4th percentile,Negligible
SBAC,2022-12-31,0.1752181735469843,0.7460939131649916,0.3514046571536848,Sba Communications Corp,Real Estate,REIT—Specialty,"1,834",12.0,3.0,5.0,3.0,,0.0,4th percentile,Negligible
SBAC,2021-12-31,0.102919482301456,0.7637404854571614,0.3389134948636411,Sba Communications Corp,Real Estate,REIT—Specialty,"1,834",12.0,3.0,5.0,3.0,,0.0,4th percentile,Negligible
SBAC,2020-12-31,0.0115710048974191,0.7712451119416956,0.2165660652342763,Sba Communications Corp,Real Estate,REIT—Specialty,"1,834",12.0,3.0,5.0,3.0,,0.0,4th percentile,Negligible
SLB,2024-12-31,0.1229298134420898,0.2055719363994599,0.1743227975419548,Schlumberger Ltd,Energy,Oil & Gas Equipment & Services,"99,000",22.0,7.4,5.8,8.8,Low,1.0,32nd percentile,Medium
SLB,2023-12-31,0.1268447261204164,0.198068507620341,0.1659574468085106,Schlumberger Ltd,Energy,Oil & Gas Equipment & Services,"99,000",22.0,7.4,5.8,8.8,Low,1.0,32nd percentile,Medium
SLB,2022-12-31,0.1224947492079313,0.1837243245167491,0.1694848883984194,Schlumberger Ltd,Energy,Oil & Gas Equipment & Services,"99,000",22.0,7.4,5.8,8.8,Low,1.0,32nd percentile,Medium
SLB,2021-12-31,0.0820358497972,0.1595359588294299,0.0345850233328972,Schlumberger Ltd,Energy,Oil & Gas Equipment & Services,"99,000",22.0,7.4,5.8,8.8,Low,1.0,32nd percentile,Medium
SLB,2020-12-31,-0.444303207491208,0.1102071946103978,-0.0316512012202872,Schlumberger Ltd,Energy,Oil & Gas Equipment & Services,"99,000",22.0,7.4,5.8,8.8,Low,1.0,32nd percentile,Medium
STX,2024-06-28,0.0511372309571057,0.2344680201495954,0.0689970996794382,Seagate Technology Holdings,Technology,Computer Hardware,"33,400",11.0,1.6,5.3,3.8,Low,1.0,2nd percentile,Low
STX,2023-06-30,-0.0716413867822318,0.1829631635969664,-0.0463163596966413,Seagate Technology Holdings,Technology,Computer Hardware,"33,400",11.0,1.6,5.3,3.8,Low,1.0,2nd percentile,Low
STX,2022-07-01,0.1414115427493354,0.2974873509990567,0.1676528599605522,Seagate Technology Holdings,Technology,Computer Hardware,"33,400",11.0,1.6,5.3,3.8,Low,1.0,2nd percentile,Low
STX,2021-07-02,0.1230221889336204,0.2731017694972381,0.1396872951970789,Seagate Technology Holdings,Technology,Computer Hardware,"33,400",11.0,1.6,5.3,3.8,Low,1.0,2nd percentile,Low
STX,2020-07-03,0.0955371586259396,0.2704348653535065,0.1237034922447426,Seagate Technology Holdings,Technology,Computer Hardware,"33,400",11.0,1.6,5.3,3.8,Low,1.0,2nd percentile,Low
SRE,2024-12-31,0.2170648464163822,0.4620401971937808,0.224649222601441,Sempra,Utilities,Utilities—Diversified,"15,785",25.0,12.0,6.0,7.0,Significant,3.0,43rd percentile,
SRE,2023-12-31,0.1839114832535885,0.3553827751196172,0.3490430622009569,Sempra,Utilities,Utilities—Diversified,"15,785",25.0,12.0,6.0,7.0,Significant,3.0,43rd percentile,
SRE,2022-12-31,0.1480711960662095,0.3608975690837315,0.2441997368238797,Sempra,Utilities,Utilities—Diversified,"15,785",25.0,12.0,6.0,7.0,Significant,3.0,43rd percentile,
SRE,2021-12-31,0.1024344714941277,0.2675585284280936,0.2315470171890798,Sempra,Utilities,Utilities—Diversified,"15,785",25.0,12.0,6.0,7.0,Significant,3.0,43rd percentile,
SRE,2020-12-31,0.345910290237467,0.4433597185576077,0.2533861037818821,Sempra,Utilities,Utilities—Diversified,"15,785",25.0,12.0,6.0,7.0,Significant,3.0,43rd percentile,
NOW,2024-12-31,0.129734158776402,0.791788055353241,0.1241806263656227,Servicenow Inc,Technology,Software—Application,"20,433",16.0,1.4,6.3,8.4,Low,1.0,13th percentile,Low
NOW,2023-12-31,0.1929550774718537,0.7858655668264407,0.0849403633931557,Servicenow Inc,Technology,Software—Application,"20,433",16.0,1.4,6.3,8.4,Low,1.0,13th percentile,Low
NOW,2022-12-31,0.0448585231193926,0.7828847481021394,0.048999309868875,Servicenow Inc,Technology,Software—Application,"20,433",16.0,1.4,6.3,8.4,Low,1.0,13th percentile,Low
NOW,2021-12-31,0.0390094979647218,0.7705223880597015,0.0435888738127544,Servicenow Inc,Technology,Software—Application,"20,433",16.0,1.4,6.3,8.4,Low,1.0,13th percentile,Low
NOW,2020-12-31,0.02633043949265,0.7815872342948885,0.044001262090982,Servicenow Inc,Technology,Software—Application,"20,433",16.0,1.4,6.3,8.4,Low,1.0,13th percentile,Low
SHW,2024-12-31,0.1160854600948113,0.4846678355737385,0.1633439400826893,Sherwin Williams Co,Basic Materials,Specialty Chemicals,"64,366",29.0,12.9,6.7,9.0,Moderate,2.0,58th percentile,Medium
SHW,2023-12-31,0.1036270329126883,0.4666903812700905,0.1525774448093215,Sherwin Williams Co,Basic Materials,Specialty Chemicals,"64,366",29.0,12.9,6.7,9.0,Moderate,2.0,58th percentile,Medium
SHW,2022-12-31,0.0912054323239528,0.4210186510391035,0.1345168383079972,Sherwin Williams Co,Basic Materials,Specialty Chemicals,"64,366",29.0,12.9,6.7,9.0,Moderate,2.0,58th percentile,Medium
SHW,2021-12-31,0.093478936654533,0.4283214504176569,0.1295237808730182,Sherwin Williams Co,Basic Materials,Specialty Chemicals,"64,366",29.0,12.9,6.7,9.0,Moderate,2.0,58th percentile,Medium
SHW,2020-12-31,0.1105779965907296,0.4728647129623074,0.1556664143298278,Sherwin Williams Co,Basic Materials,Specialty Chemicals,"64,366",29.0,12.9,6.7,9.0,Moderate,2.0,58th percentile,Medium
SPG,2024-12-31,0.3975480054824123,0.8250420285864813,0.5185950295432541,Simon Property Group Inc,Real Estate,REIT—Retail,"2,500",14.0,3.8,6.4,4.0,Low,1.0,9th percentile,Low
SPG,2023-12-31,0.4034621254265011,0.8354557368335114,0.496042295624047,Simon Property Group Inc,Real Estate,REIT—Retail,"2,500",14.0,3.8,6.4,4.0,Low,1.0,9th percentile,Low
SPG,2022-12-31,0.4043383596207238,0.8108354860211205,0.4882507563621066,Simon Property Group Inc,Real Estate,REIT—Retail,"2,500",14.0,3.8,6.4,4.0,Low,1.0,9th percentile,Low
SPG,2021-12-31,0.4396567847530941,0.8102200422960572,0.4716219488433077,Simon Property Group Inc,Real Estate,REIT—Retail,"2,500",14.0,3.8,6.4,4.0,Low,1.0,9th percentile,Low
SPG,2020-12-31,0.2414678840144,0.8074544932472101,0.4279560968272837,Simon Property Group Inc,Real Estate,REIT—Retail,"2,500",14.0,3.8,6.4,4.0,Low,1.0,9th percentile,Low
SWKS,2024-09-27,0.1426519865964576,0.4118717089516515,0.1525610339875538,Skyworks Solutions Inc,Technology,Semiconductors,"11,150",28.0,11.6,7.2,8.9,Low,1.0,56th percentile,Medium
SWKS,2023-09-29,0.205934121196882,0.4415598021959601,0.235730450088006,Skyworks Solutions Inc,Technology,Semiconductors,"11,150",28.0,11.6,7.2,8.9,Low,1.0,56th percentile,Medium
SWKS,2022-09-30,0.2324674140916963,0.4747607328411266,0.2783702488378452,Skyworks Solutions Inc,Technology,Semiconductors,"11,150",28.0,11.6,7.2,8.9,Low,1.0,56th percentile,Medium
SWKS,2021-10-01,0.2932610440194946,0.4917500146796892,0.3156524632518447,Skyworks Solutions Inc,Technology,Semiconductors,"11,150",28.0,11.6,7.2,8.9,Low,1.0,56th percentile,Medium
SWKS,2020-10-02,0.2428107399350359,0.480644872902822,0.2657567720594809,Skyworks Solutions Inc,Technology,Semiconductors,"11,150",28.0,11.6,7.2,8.9,Low,1.0,56th percentile,Medium
SJM,2024-04-30,0.0909680022497462,0.3809162825387898,0.159658625453923,Jm Smucker Co,Consumer Defensive,Packaged Foods,"5,800",31.0,12.4,6.2,12.4,Moderate,2.0,69th percentile,High
SJM,2023-04-30,-0.01070440369554,0.3284950522909534,0.018465975706983,Jm Smucker Co,Consumer Defensive,Packaged Foods,"5,800",31.0,12.4,6.2,12.4,Moderate,2.0,69th percentile,High
SJM,2022-04-30,0.07897335883684,0.3376339246646413,0.12799259898236,Jm Smucker Co,Consumer Defensive,Packaged Foods,"5,800",31.0,12.4,6.2,12.4,Moderate,2.0,69th percentile,High
SJM,2021-04-30,0.1095005435665462,0.3922051307683656,0.1732915141139865,Jm Smucker Co,Consumer Defensive,Packaged Foods,"5,800",31.0,12.4,6.2,12.4,Moderate,2.0,69th percentile,High
SJM,2020-04-30,0.0999230867837456,0.3848224586591462,0.1567875913344443,Jm Smucker Co,Consumer Defensive,Packaged Foods,"5,800",31.0,12.4,6.2,12.4,Moderate,2.0,69th percentile,High
SNA,2024-12-28,0.2217572332922632,0.5051408420784297,0.2858690572290436,Snap on Inc,Industrials,Tools & Accessories,"12,900",31.0,9.3,7.6,13.9,Low,1.0,68th percentile,High
SNA,2023-12-30,0.1979327760703169,0.51285163361588,0.256523696728853,Snap on Inc,Industrials,Tools & Accessories,"12,900",31.0,9.3,7.6,13.9,Low,1.0,68th percentile,High
SNA,2022-12-31,0.2029246794871795,0.4854656339031339,0.2686965811965812,Snap on Inc,Industrials,Tools & Accessories,"12,900",31.0,9.3,7.6,13.9,Low,1.0,68th percentile,High
SNA,2022-01-01,0.1929680150517403,0.4964252116650988,0.2642285983066792,Snap on Inc,Industrials,Tools & Accessories,"12,900",31.0,9.3,7.6,13.9,Low,1.0,68th percentile,High
SNA,2021-01-02,0.1745302713987473,0.4867084203201113,0.2450939457202505,Snap on Inc,Industrials,Tools & Accessories,"12,900",31.0,9.3,7.6,13.9,Low,1.0,68th percentile,High
